ags,kurz_name,wald_19_qm,sied_verk_19_qm,landwirt_19_qm,verkehr_19_qm,sied_verk_qm_ew_19
"09772197","Scherstetten",39.5,8,50,3.5,1195
"09772214","Walkertshofen",41.7,9.9,44.5,4.2,1159
"09772151","Großaitingen",41.5,9.7,46.1,3.9,729
"09772160","Kleinaitingen",12.9,19.5,60,4.6,2354
"09772186","Oberottmarshausen",9.4,17.4,61.6,4.9,859
"09772162","Klosterlechfeld",1,50.1,35.6,16.5,399
"09772209","Untermeitingen",1.5,27.8,67.6,6.1,636
"09772157","Hiltenfingen",10.2,10.3,76.8,4.5,948
"09772170","Langerringen",1.5,11.1,83.8,4.3,1197
"09772451","Schmellerforst",97.7,2.3,0,2.3,0
"09773117","Bissingen, M",32.4,9.4,55.3,4.7,1627
"09773122","Buttenwiesen",13.6,10.8,71,4,1087
"09773125","Dillingen a.d.Donau, GKSt",14.3,16.5,61.8,5.8,650
"09773144","Lauingen (Donau), St",14.1,18.6,58.2,5.5,746
"09773113","Bächingen a.d.Brenz",0.8,16.5,76.6,5.1,891
"09773136","Gundelfingen a.d.Donau, St",22.5,12.9,50.1,4.6,893
"09773137","Haunsheim",31.8,10.1,55.3,4.3,1122
"09773153","Medlingen",33.4,8.3,56.9,4.5,1396
"09773112","Bachhagel",5.9,13.7,75.4,6.3,1207
"09773170","Syrgenstein",32.5,18.3,45.9,6.1,811
"09773187","Zöschingen",60,7.1,31,3.3,1413
"09773147","Mödingen",19.8,8.4,68.1,4.3,1428
"09773183","Wittislingen, M",7,13.8,72.6,5.4,1005
"09773186","Ziertheim",18.6,8.5,67.6,4.3,1727
"09773119","Blindheim",27.5,10,55.3,4.3,1551
"09773139","Höchstädt a.d.Donau, St",13.8,15.3,59.1,5.8,847
"09773146","Lutzingen",53.1,6.9,38.9,3.9,1724
"09773150","Finningen",37.4,8.7,49.9,4.1,1415
"09773164","Schwenningen",13,8.4,66.8,4.3,1486
"09773116","Binswangen",7.7,11.5,66.4,4.8,1038
"09773143","Laugna",44.1,8.4,45.7,4.2,1446
"09773179","Villenbach",13.2,9,73.6,3.8,1239
"09773182","Wertingen, St",15.4,16.1,65.2,6.1,896
"09773188","Zusamaltheim",22.7,9.3,64.6,4.4,1376
"09773111","Aislingen, M",8.7,9.9,70.3,4.2,1465
"09773133","Glött",13.3,11.2,66.4,4,1122
"09773140","Holzheim",29.1,10.2,54.4,4,1137
"09774116","Ursberg",24.7,12.8,55.9,5.6,997
"09774119","Bibertal",14.3,14.4,67.8,5.4,804
"09774121","Burgau, St",15.9,26.1,52.6,9.7,668
"09774122","Burtenbach, M",40.5,10.5,43.4,4.3,1146
"09774135","Günzburg, GKSt",14.4,24.3,48.9,8,639
"09774144","Jettingen-Scheppach, M",37.9,15.5,41.2,6.9,1173
"09774145","Kammeltal",42.8,9.8,43.4,4.3,1221
"09774150","Krumbach (Schwaben), St",42.5,18.4,36.1,6.4,607
"09774155","Leipheim, St",27.5,19,43.1,7.4,837
"09774162","Neuburg a.d.Kammel, M",39.1,10,45.9,4.7,1203
"09774136","Gundremmingen",25,17.5,51.1,6.5,1408
"09774171","Offingen, M",31.2,21.9,38.2,8.2,758
"09774174","Rettenbach",10.5,14.7,67.5,6,1137
"09774127","Dürrlauingen",11.2,13.3,70.7,5.3,1009
"09774140","Haldenwang",29.5,10.7,56.2,4.5,980
"09774151","Landensberg",41.4,11,45,4.9,1201
"09774178","Röfingen",8.8,15.4,70.6,6.2,884
"09774196","Winterbach",47.1,8,42.3,4.2,1612
"09774118","Bubesheim",14.7,25,52.8,7.6,1247
"09774148","Kötz",13.4,14.2,67.6,5.4,900
"09774133","Ellzee",9.2,11.1,75.6,5,1414
"09774143","Ichenhausen, St",24.1,16.6,55,5.5,617
"09774191","Waldstetten, M",11,12,70.4,4.9,1098
"09774111","Aletshausen",28.2,9.5,58.8,4.7,1421
"09774117","Breitenthal",8.2,11.3,69.8,4.8,1210
"09774124","Deisenhausen",14,13.4,64.2,5.6,1065
"09774129","Ebershausen",15.5,9.8,70.7,4.5,1481
"09774189","Wiesenbach",2.5,10.9,77.8,4.7,1253
"09774192","Waltenhausen",36.4,8,53.3,4.1,1460
"09774115","Balzhausen",11.8,11.3,69.6,4.6,1378
"09774160","Münsterhausen, M",25.2,10.5,58.7,4.3,985
"09774185","Thannhausen, St",29,20.7,42.2,7.1,662
"09774166","Aichen",29,10.4,56,4.7,1604
"09774198","Ziemetshausen, M",47.1,9.2,39.2,4.3,1270
"09774451","Ebershauser-Nattenhauser Wald",97.4,2.6,0.1,2.6,0
"09774452","Winzerwald",97.7,2.3,0,2.3,0
"09775115","Bellenberg",6.8,38.6,44.9,8.7,437
"09775129","Illertissen, St",12.2,26.9,54.8,9.2,560
"09775134","Nersingen",23.9,20.3,45.1,7.1,517
"09775135","Neu-Ulm, GKSt",14,30.3,49,9.7,417
"09775139","Elchingen",18.6,23.6,46.2,10.6,615
"09775149","Roggenburg",18,10.8,66.1,4.9,1077
"09775152","Senden, St",15.7,33.3,41.8,10.8,372
"09775162","Vöhringen, St",24.3,28.4,39.5,9.6,494
"09775164","Weißenhorn, St",25.9,16.8,53.3,5.7,668
"09775126","Holzheim",12.8,14.5,70.1,5.4,564
"09775143","Pfaffenhofen a.d.Roth, M",16.7,12.4,68.2,5.1,731
"09775111","Altenstadt, M",36.1,14.7,41.6,6.7,893
"09775132","Kellmünz a.d.Iller, M",50.1,13.1,27.5,5.5,788
"09775142","Osterberg",36.7,8.2,52.5,4,1231
"09775118","Buch, M",27.3,10.9,56.1,4.4,1085
"09775141","Oberroth",25.4,9.5,61.3,4.4,1040
"09775161","Unterroth",47.7,7.5,42.9,3.6,1032
"09775451","Auwald",69.6,6.1,4.8,2.9,0
"09775452","Oberroggenburger Wald",97.3,2.4,0.2,2.4,0
"09775454","Stoffenrieder Forst",96.9,1.9,0,1.9,0
"09775455","Unterroggenburger Wald",97,2.4,0,2.4,0
"09776111","Bodolz",11.9,30.2,55.7,8.3,301
"09776114","Heimenkirch, M",28.4,10.4,59.4,3.6,619
"09776116","Lindau (Bodensee), GKSt",18.2,31.2,46.5,8.8,404
"09776117","Lindenberg i.Allgäu, St",23.8,30.3,42.4,6.5,311
"09776120","Nonnenhorn",2.2,44,50,11,490
"09776122","Opfenbach",29.3,9.9,59.3,3.4,722
"09776125","Scheidegg, M",36,11.7,50.2,3.5,747
"09776128","Wasserburg (Bodensee)",12.3,25.7,59,7.1,423
"09776129","Weiler-Simmerberg, M",30.8,11,55.1,3.3,544
"09776131","Hergatz",20.7,10.9,66.3,4.5,845
"09776115","Hergensweiler",23.7,12.7,59.6,5.4,814
"09776126","Sigmarszell",33.7,13,51.3,5,697
"09776130","Weißensberg",20,30.4,44.7,10.7,904
"09776112","Gestratz",26.3,6.7,64.2,2.2,795
"09776113","Grünenbach",38.6,6.3,52.6,2.9,1053
"09776118","Maierhöfen",30.5,8,59.7,2.5,886
"09776124","Röthenbach (Allgäu)",23.5,9.8,63,3.7,776
"09776121","Oberreute",25.9,10,62.1,3.2,807
"09776127","Stiefenhofen",25.6,6.2,66,2.5,959
"09777129","Füssen, St",28.9,19.3,36.7,5.3,542
"09777130","Germaringen",13.4,13.9,70.7,5.4,821
"09777147","Lechbruck am See",15.5,13.2,65,3,839
"09777151","Marktoberdorf, St",26.1,12.1,57.7,4,617
"09777152","Mauerstetten",25.8,13.2,58.9,4.1,689
"09777153","Nesselwang, M",35.6,11.2,49.4,4.8,880
"09777159","Pfronten",55.9,7.4,32.7,2.4,551
"09777165","Ronsberg, M",27.2,8.4,62.8,2.8,801
"09777169","Schwangau",36.5,4.4,21.3,1.7,1010
"09777173","Halblech",53.3,3.5,25.8,1.8,1252
"09777121","Buchloe, St",13.1,20.2,63.2,7.4,552
"09777140","Jengen",17.6,9.7,69.8,4.2,1312
"09777145","Lamerdingen",10.1,8.3,78.5,3.7,1396
"09777177","Waal, M",27.7,7.8,62.7,3,932
"09777139","Irsee, M",42.9,7.9,48.1,2.9,902
"09777158","Pforzen",24,10.4,61.2,3.8,1065
"09777164","Rieden",14.8,19.7,58.8,5.2,1272
"09777141","Kaltental, M",24.5,8.2,65.9,3,1070
"09777155","Oberostendorf",15,9.4,74.4,3.4,1338
"09777157","Osterzell",25.1,6.8,66.7,2.5,1035
"09777172","Stöttwang",29.9,8.3,60.6,3,873
"09777182","Westendorf",9.9,12.4,74.3,3.9,810
"09777111","Aitrang",18.7,6.6,71.7,2.6,993
"09777112","Biessenhofen",27.4,13.1,54.4,5.2,861
"09777118","Bidingen",33.2,5.5,59.6,2.3,1124
"09777167","Ruderatshofen",34.2,7.3,56.6,3.2,1380
"09777114","Baisweil",29.2,7,62.7,3,1414
"09777124","Eggenthal",31.4,5.5,62.1,2.3,1138
"09777128","Friesenried",32.6,6.4,60.2,2.6,899
"09777138","Günzach",23.4,7.7,68,3.5,1249
"09777154","Obergünzburg, M",22.3,9,67.8,2.7,657
"09777176","Untrasried",20.3,6.5,72.5,2.6,1062
"09777131","Görisried",35.2,6.5,55.4,1.8,1136
"09777144","Kraftisried",28.1,7.3,61.7,3.8,1399
"09777175","Unterthingau, M",32.3,6.7,59,2.9,1055
"09777125","Eisenberg",18.2,9.1,69.7,3.5,1045
"09777135","Hopferau",5.3,11,81,6.1,1201
"09777149","Lengenwang",16.5,7,74.7,2.4,916
"09777168","Rückholz",16.9,6.4,70.7,2.5,1260
"09777170","Seeg",23,6.6,66.3,3.3,1104
"09777179","Wald",22.1,6.8,68.2,2.6,1060
"09777163","Rieden am Forggensee",23.1,9.6,51.2,3.9,953
"09777166","Roßhaupten",33.4,5.9,55.8,2.5,1023
"09777171","Stötten a.Auerberg",33.2,5.6,59,2.5,1216
"09777183","Rettenbach a.Auerberg",38.4,7.8,51.4,3.2,1132
"09778116","Bad Wörishofen, St",19.9,16.1,59,5.6,568
"09778123","Buxheim",30.4,27.8,34.3,10.4,876
"09778137","Ettringen",26.7,9.7,61,3.8,1150
"09778168","Markt Rettenbach, M",26.4,7.9,63.8,3.1,1050
"09778169","Markt Wald, M",38.7,8.2,48.2,3.4,1153
"09778173","Mindelheim, St",24.8,17.7,53.3,6.7,659
"09778196","Sontheim",27.1,8.9,61.3,3.9,878
"09778204","Tussenhausen, M",35.8,8.7,52.2,3.9,1196
"09778119","Böhen",25.4,5.8,67.5,2.4,1552
"09778149","Hawangen",18.3,10.1,68.5,3.5,1116
"09778186","Ottobeuren, M",20.4,10.9,66.4,3.3,723
"09778115","Babenhausen, M",27.4,15,52.5,5,728
"09778130","Egg a.d.Günz",27.5,7.5,62,3.4,1316
"09778157","Kirchhaslach",47.6,7.4,43.5,4.1,1828
"09778184","Oberschönegg",37,8.6,52.1,4.2,1604
"09778217","Winterrieden",16.8,10,70.2,4.2,1019
"09778221","Kettershausen",14.8,9.4,69.9,4.6,1437
"09778121","Breitenbrunn",29.3,8.9,59.5,4.4,1573
"09778183","Oberrieden",22,8.5,66.1,3.6,1467
"09778187","Pfaffenhausen, M",10.5,12.6,71.5,5.2,1016
"09778190","Salgen",11.8,10.8,72,4.8,1745
"09778134","Eppishausen",37,7.3,52.9,3.8,1526
"09778158","Kirchheim i.Schw., M",5.9,10.3,78.6,4.4,1223
"09778120","Boos",42.7,9.6,45.7,3.9,839
"09778139","Fellheim",20.9,17,53.4,6.7,749
"09778150","Heimertingen",22.5,14.3,56.5,5.5,1092
"09778177","Niederrieden",39.7,9.2,50,3.9,888
"09778188","Pleß",13.3,6.9,71.8,3.2,1228
"09778136","Erkheim, M",23.4,11.8,61.6,5.2,1210
"09778163","Lauben",28.8,9.2,58.2,3.9,1235
"09778180","Kammlach",31.6,10,55.8,4.6,1461
"09778214","Westerheim",21.2,11.6,63.3,5.3,1109
"09778111","Amberg",7.5,16.1,73,4.2,1199
"09778203","Türkheim, M",18,18.3,55.6,5.6,786
"09778209","Rammingen",17,10.9,68.3,4.8,1357
"09778216","Wiedergeltingen",13.6,13.7,68,6,1106
"09778118","Benningen",13.9,15.9,61,5.2,871
"09778151","Holzgünz",25.9,16.9,55.2,6.8,1498
"09778162","Lachen",20.8,10,66.6,2.9,790
"09778171","Memmingerberg",0,46.2,49.3,27.2,888
"09778202","Trunkelsberg",23.1,40.7,34.3,12.3,463
"09778205","Ungerhausen",5.6,21.4,68.1,12.6,1342
"09778113","Apfeltrach",17.2,8.9,71.2,4.4,1413
"09778127","Dirlewang, M",26.7,8.9,61.9,3.8,943
"09778199","Stetten",39.4,11.8,46.5,5.4,1307
"09778207","Unteregg",18.1,7.1,72.8,2.8,1204
"09778161","Kronburg",24,8.2,59,2.8,938
"09778164","Lautrach",31.9,12.3,48.5,3.6,777
"09778165","Legau, M",14.5,8.2,72.9,2.6,907
"09778144","Bad Grönenbach, M",24.6,12.1,59.5,3.9,896
"09778218","Wolfertschwenden",22.3,13.3,59.6,4.8,932
"09778219","Woringen",26.3,13,56.6,4.8,1088
"09778451","Ungerhauser Wald",92.6,6.4,0.7,3.9,0
"09779115","Asbach-Bäumenheim",1.2,27.3,62.2,9.1,687
"09779131","Donauwörth, GKSt",28.1,19.1,43.5,6.6,750
"09779147","Fremdingen",39,7.6,50.7,4.3,1842
"09779155","Harburg (Schwaben), St",26.4,10.8,55.1,5.7,1421
"09779169","Kaisheim, M",47.3,9.8,39.2,4.6,1053
"09779178","Marxheim",31.2,7.9,55,3.9,1404
"09779181","Mertingen",17.1,11.3,66.2,4.5,1077
"09779185","Möttingen",6.6,11.1,79.3,4.7,1353
"09779194","Nördlingen, GKSt",1.2,19.5,74.3,7,647
"09779196","Oberndorf a.Lech",15,13.1,63.8,4.4,983
"09779218","Tapfheim",28.7,10.1,53,4.6,1176
"09779176","Maihingen",1.3,10.4,84,4.3,1220
"09779177","Marktoffingen",3.8,12.5,81.2,6.4,1293
"09779224","Wallerstein, M",2.7,15.8,79.3,6.1,905
"09779117","Auhausen",10.9,10.7,72.6,4.9,1637
"09779138","Ehingen a.Ries",4.3,8.9,83.4,5.1,1796
"09779154","Hainsfarth",15.1,11,68.9,5.4,1356
"09779180","Megesheim",22.7,8.9,66.7,4.3,1386
"09779188","Munningen",10,10.2,74,4.7,1333
"09779197","Oettingen i.Bay., St",8.3,15.4,72.2,5.9,1021
"09779111","Alerheim",6.2,10.6,79.2,4.9,1494
"09779112","Amerdingen",40.2,7.6,50.5,3.6,1720
"09779130","Deiningen",6.2,11.8,79.4,4.6,996
"09779136","Ederheim",53.5,9,32.8,4.1,1312
"09779146","Forheim",54.5,5.4,38.4,3.2,2263
"09779162","Hohenaltheim",49.8,7.2,40.9,4.1,2182
"09779184","Mönchsdeggingen",44.1,7.3,45.7,4,1657
"09779203","Reimlingen",2.6,15.3,79.5,6.7,1120
"09779226","Wechingen",8.5,8.9,79.3,4.3,1489
"09779148","Fünfstetten",23.3,8.5,64.2,4.4,1731
"09779167","Huisheim",24,8.9,60.4,3.7,1238
"09779198","Otting",38.2,8.7,50.8,4.9,1479
"09779228","Wemding, St",30.9,15.5,47.3,5,843
"09779231","Wolferstadt",47.4,6.5,44.9,3.6,1819
"09779126","Buchdorf",30.1,12.2,55.1,5.4,1100
"09779129","Daiting",37,6.1,54.9,3.5,1947
"09779186","Monheim, St",38.6,10.1,47.5,4.4,1357
"09779206","Rögling",46.9,7.8,42,4.1,1274
"09779217","Tagmersheim",28.7,9.1,59.8,3.8,1318
"09779149","Genderkingen",9.7,13.7,63.4,5.7,1328
"09779163","Holzheim",18.3,9.7,68.9,4,1709
"09779187","Münster",22.6,9.7,61.5,3.7,1452
"09779192","Niederschönenfeld",30.9,10.4,47.1,4.2,983
"09779201","Rain, St",12.9,13.3,67.6,5.1,1150
"09779452","Dornstadt-Linkersbaindt",96.2,1.5,0.8,1.3,0
"09779453","Esterholz",97.7,2.3,0,2.3,0
"09780112","Altusried, M",23.9,8.2,64.8,2.7,741
"09780114","Betzigau",23.7,7.7,66.2,3.3,769
"09780115","Blaichach",43.5,5,44.1,1.8,434
"09780117","Buchenberg, M",55.8,5.8,36,2.3,808
"09780118","Burgberg i.Allgäu",35.5,9.5,48.2,3.7,458
"09780119","Dietmannsried, M",19,10.5,68,3.8,681
"09780120","Durach",30.6,14.7,52.5,4.9,420
"09780122","Haldenwang",26.9,9.6,61.7,2.9,669
"09780123","Bad Hindelang, M",37.3,2.8,32.7,1.3,752
"09780124","Immenstadt i.Allgäu, St",34.8,9.3,46.2,3.5,532
"09780125","Lauben",13.2,20.3,62.3,5.5,496
"09780128","Oy-Mittelberg",25.2,8.6,58.1,4.2,1094
"09780132","Oberstaufen, M",40.8,5.5,48,2,882
"09780133","Oberstdorf, M",32.6,2.9,23.8,1.2,682
"09780137","Rettenberg",31.2,5.8,58.8,2.6,788
"09780139","Sonthofen, St",42.6,15.7,36.4,4.4,339
"09780140","Sulzberg, M",14.3,10.6,68,4.2,876
"09780143","Waltenhofen",20.3,10.9,59.9,4.2,685
"09780145","Wertach, M",51.4,5.2,39.3,2.4,945
"09780146","Wiggensbach, M",30.7,11.3,56.5,2.8,711
"09780147","Wildpoldsried",25.8,9.3,62.3,3.8,776
"09780113","Balderschwang",58.1,1.6,31.5,1,1812
"09780116","Bolsterlang",34.1,7.1,55.1,1.8,1278
"09780121","Fischen i.Allgäu",36,14.8,42.7,4.9,627
"09780131","Obermaiselstein",46.2,4.4,44,2.3,1097
"09780134","Ofterschwang",36.7,8.9,52.2,3,843
"09780127","Missen-Wilhams",36.6,4.5,56.7,2,1086
"09780144","Weitnau, M",44.8,7.6,44,3,927
"09780451","Kempter Wald",97.8,1.5,0.2,1.5,0
"10041100","Saarbrücken, Landeshauptstadt",43.5,35.8,19,10.1,333
"10041511","Friedrichsthal, Saar",42.6,50.5,4.6,12.7,455
"10041512","Grossrosseln",59,20.8,15.6,3.8,662
"10041513","Heusweiler",12.5,25.4,61.2,7.8,563
"10041514","Kleinblittersdorf",20.1,21.8,55.4,5.9,548
"10041515","Püttlingen",17.9,30.9,49.7,6,404
"10041516","Quierschied",52.3,38.4,8.4,8.4,599
"10041517","Riegelsberg",34.5,32,32.9,5.8,326
"10041518","Sulzbach, Saar",51.9,44,3.2,11.7,433
"10041519","Völklingen",55.7,29.4,12.5,6.2,500
"10042111","Beckingen",35.9,16,44.3,4.4,558
"10042112","Losheim am See",43.6,12.6,42.8,4.6,760
"10042113","Merzig",29.4,18.6,48.8,5.8,682
"10042114","Mettlach",46.4,11.4,39.7,4.3,741
"10042115","Perl",26,12.8,58.6,5.9,1119
"10042116","Wadern",42.6,12.3,43.2,4.1,870
"10042117","Weiskirchen",46.5,15.1,36.7,3.7,810
"10043111","Eppelborn",22.2,18.6,57.8,5.8,528
"10043112","Illingen, Saar",14.6,25.8,58.1,6.9,577
"10043113","Merchweiler",30.3,35.5,33.4,10.4,461
"10043114","Neunkirchen, Saar",43.4,31.3,22.2,8.2,511
"10043115","Ottweiler",25.9,16.9,55.1,5.7,539
"10043116","Schiffweiler",15.4,39,43.7,7.7,538
"10043117","Spiesen-Elversberg",44.7,38.1,16.4,7.1,339
"10044111","Dillingen, Saar",32.9,45.7,14,9.7,507
"10044112","Lebach",21.3,18.5,58,5.2,621
"10044113","Nalbach",25.7,20.9,43.2,4,514
"10044114","Rehlingen-Siersburg",24,15,56.5,4.7,641
"10044115","Saarlouis",11.1,50.9,33.9,10.4,638
"10044116","Saarwellingen",35.5,19.2,43.6,4.7,603
"10044117","Schmelz",26.2,16.3,54.7,5.1,595
"10044118","Schwalbach, Saar",27.3,26.7,45.2,5.6,428
"10044119","Überherrn",22.9,24.1,51.8,5.7,726
"10044120","Wadgassen",41.6,27.7,27.6,6.1,423
"10044121","Wallerfangen",16.8,14.8,66.3,5.1,681
"10044122","Bous",19,41.3,36.7,7.5,452
"10044123","Ensdorf, Saar",15.8,52.2,27.9,10.2,677
"10045111","Bexbach",28.2,32.8,36.7,6.5,579
"10045112","Blieskastel",26.8,12.2,59.2,4.2,644
"10045113","Gersheim",17.9,9.3,69.3,3.1,850
"10045114","Homburg",42.9,29.2,26.3,7.9,576
"10045115","Kirkel",46.6,25.7,27.1,9.5,802
"10045116","Mandelbachtal",20.7,11.9,65.3,3.3,655
"10045117","St.Ingbert",51.7,33.4,14.4,8.4,472
"10046111","Freisen",24.5,17.3,54.9,9.3,1058
"10046112","Marpingen",24.4,14,58.8,4,558
"10046113","Namborn",20.5,17.5,56.8,6.5,648
"10046114","Nohfelden",43.8,13,40.1,6,1327
"10046115","Nonnweiler",46.3,16.9,33.6,9.1,1330
"10046116","Oberthal",33.8,14.9,48.4,5.1,592
"10046117","St. Wendel",27.2,18.7,52.1,7,821
"10046118","Tholey",26.8,15.8,56.5,5.7,758
"11000000","Berlin, Stadt",17.7,70.6,4,15.2,171
"12051000","Brandenburg an der Havel, krsfr. Stadt",27.8,22.2,29.4,6,707
"12052000","Cottbus, krsfr. Stadt",20.8,30.3,29.9,7.9,503
"12053000","Frankfurt (Oder), krsfr. Stadt",24.8,23.9,44.7,7.2,612
"12054000","Potsdam, krsfr. Stadt",24.7,30.6,29.9,7.4,319
"12060005","Ahrensfelde",8.4,22.1,66.6,5.3,923
"12060020","Bernau bei Berlin",39.4,19.8,38.1,5.6,516
"12060052","Eberswalde",60,23.7,10.9,6.1,546
"12060181","Panketal",18.3,41.9,38.1,10.5,526
"12060198","Schorfheide",48.1,8,23.9,3.4,1890
"12060269","Wandlitz",49.3,12.8,31.9,4.3,904
"12060280","Werneuchen",20.4,11.7,64.6,4.6,1492
"12060024","Biesenthal",54,9.7,31.1,3.5,1009
"12060034","Breydin",35.5,4.3,43.6,2.2,1945
"12060154","Marienwerder",46.3,8.3,39.7,3.5,1991
"12060161","Melchow",71.5,6.2,19.4,2.6,1045
"12060192","Rüdnitz",37.1,12.5,49.5,4.3,874
"12060250","Sydower Fließ",27.3,5,66,2.2,1675
"12060012","Althüttendorf",34.7,8.2,49.6,5.3,2630
"12060068","Friedrichswalde",52,4.2,33.7,2.7,2363
"12060100","Joachimsthal",71.7,4.7,8.2,2.3,1680
"12060296","Ziethen",7.8,4.9,81.1,2.6,2586
"12060036","Britz",27.8,15,42.2,5.5,1113
"12060045","Chorin",48.8,4.9,29.3,2.8,2573
"12060092","Hohenfinow",53,5.4,40,3.1,2244
"12060128","Liepe, b Eberswalde",9,7.7,67.3,3,1284
"12060149","Lunow-Stolzenhagen",15.4,6.1,62.9,2.8,1706
"12060172","Niederfinow",36.6,8.5,46.5,4.6,1923
"12060176","Oderberg",47.9,6.6,35.2,3,1104
"12060185","Parsteinsee",2.1,5.2,88.5,2.2,1589
"12061020","Bestensee",40.1,18.1,25.6,4.6,858
"12061112","Eichwalde",1.8,95.4,1,21,415
"12061217","Heidesee",52.1,9.4,28,3,1796
"12061219","Heideblick",44,6.2,47.2,3.1,2886
"12061260","Königs Wusterhausen",43.6,26.2,17.2,6.6,668
"12061316","Lübben (Spreewald)",35,10,49.7,3.8,858
"12061320","Luckau",19.7,7.4,58.1,3.3,1606
"12061329","Märkische Heide",43.5,5.8,46.6,3,3146
"12061332","Mittenwalde, Mark",22.3,14.5,57.1,5.2,1552
"12061433","Schönefeld",10.8,34.3,49.9,24.8,1719
"12061444","Schulzendorf, b Eichwalde",10.7,51.8,35.4,10,558
"12061540","Wildau",12.9,56,27.1,14.5,490
"12061572","Zeuthen",33.4,44.6,10.1,9.2,495
"12061192","Groß Köris",71.8,7.6,11.6,3,2233
"12061216","Halbe",72.9,7.2,17.8,3.2,2403
"12061328","Märkisch Buchholz",63.7,6.4,18.5,2.7,1916
"12061344","Münchehofe, b Königs Wusterhausen",73.1,3.6,21.6,2.5,4690
"12061448","Schwerin, b Königs Wusterhausen",49.8,18,12.8,5.7,1383
"12061492","Teupitz",69.9,7.5,11.2,2.6,1899
"12061005","Alt Zauche-Wußwerk",42.1,4.3,50.3,2.1,2961
"12061061","Byhleguhre-Byhlen",52.1,5.8,35.8,3.6,2784
"12061224","Jamlitz",72.7,4.8,17.8,3.5,4023
"12061308","Lieberose",63.7,4.6,28.9,2.8,2459
"12061352","Neu Zauche",39.6,5.8,50.3,2.8,2109
"12061450","Schwielochsee",59.7,4.8,23.6,2.4,4211
"12061470","Spreewaldheide",58.5,3.8,34.6,2.5,3015
"12061476","Straupitz",19.7,7.5,68.4,3.6,1738
"12061017","Bersteland",29.6,7.7,61.4,4.1,2525
"12061097","Drahnsdorf",35,6.2,57.3,3.5,2561
"12061164","Golßen",27.1,8.1,61.7,3.7,2058
"12061244","Kasel-Golzig",38.7,5.5,54,3.2,2786
"12061265","Krausnick-Groß Wasserburg",75.4,4.3,16.9,2.3,4079
"12061405","Rietzneuendorf-Staakow",61.4,7,29.8,4.5,3245
"12061428","Schlepzig",49.5,4.2,37.4,2.2,2153
"12061435","Schönwald, b Lübben",50.5,6.8,41.4,4.3,2624
"12061471","Steinreich",58.5,4.2,36.9,2.8,3721
"12061510","Unterspreewald",28,6.8,62.1,3.2,2265
"12062024","Bad Liebenwerda",29.8,8.8,56.9,3.8,1343
"12062092","Doberlug-Kirchhain",44.7,7.9,45,3.4,1328
"12062124","Elsterwerda",24.5,17.9,53.3,5.6,924
"12062128","Falkenberg/Elster",32.5,10.8,54.1,4.8,1400
"12062140","Finsterwalde",33.7,16.7,26.7,4.5,805
"12062224","Herzberg (Elster)",30.5,8.2,57.5,3.5,1373
"12062341","Mühlberg/Elbe",16,9,65.8,3,2180
"12062410","Röderland",10.9,9.7,73.4,3.5,1158
"12062461","Schönewalde",34.9,7.5,55.8,4.8,3912
"12062469","Sonnewalde",36.5,6.3,55,3.4,2356
"12062500","Uebigau-Wahrenbrück",25.5,7.2,64.2,3.7,1883
"12062219","Heideland, NL",52.5,3.9,41.6,2.5,2484
"12062417","Rückersdorf, b Doberlug-Kirchhain",35.2,8.7,51.8,3.3,1596
"12062440","Schilda",45.7,6.5,46.6,2.4,1283
"12062453","Schönborn, NL",41.8,6.5,46.6,2.8,1662
"12062492","Tröbitz",62.2,12,12.4,4.2,1886
"12062088","Crinitz",63.1,8.4,23.1,4.2,1576
"12062293","Lichterfeld-Schacksdorf",41.8,6.7,23.9,2.9,2721
"12062333","Massen-Niederlausitz",61.5,7.4,30,3.7,3012
"12062425","Sallgast",37.8,7.1,48.1,3.3,2106
"12062177","Gorden-Staupitz",50.2,5.2,41.7,2.8,1619
"12062240","Hohenleipisch",56.1,7.3,30.8,3.3,1288
"12062372","Plessa",28.8,8.3,57.7,3.5,1677
"12062464","Schraden",19.3,6.7,72.2,4.1,2218
"12062134","Fichtwald",47.8,5.5,45.5,2.9,2846
"12062237","Hohenbucko",71.6,4.1,23.9,2.4,2788
"12062282","Kremitzaue",24.4,7.1,66.6,3.3,2087
"12062289","Lebusa",62.6,5.1,29.9,2.6,2181
"12062445","Schlieben",39.4,5.6,53.7,2.8,1825
"12062196","Gröden",14.8,9.7,71.1,4,1610
"12062208","Großthiemig",2.7,7.2,84.5,3.6,1390
"12062232","Hirschfeld, b Elsterwerda",6.4,8.2,81.4,3.6,1357
"12062336","Merzdorf",40.1,6.6,51.5,2.8,1011
"12063036","Brieselang",21.6,23.5,50.8,7.6,853
"12063056","Dallgow-Döberitz",12.8,12.1,23.9,4.2,804
"12063080","Falkensee",22,48.2,25.4,9.9,475
"12063148","Ketzin",2,12.2,72,2.8,1748
"12063189","Milower Land",37.7,6.4,51.2,3.4,2401
"12063208","Nauen",18.3,9.9,69.3,3.9,1454
"12063244","Premnitz",49,18.1,25.9,4.2,998
"12063252","Rathenow",39,15.4,35.7,4.8,720
"12063273","Schönwalde-Glien",40.1,11.5,45.2,4.3,1136
"12063357","Wustermark",4.2,24.4,63.5,9.9,1341
"12063088","Friesack",31.6,6.2,60.5,3.1,2072
"12063142","Wiesenaue",17.2,5,75.7,3.1,3046
