ags,kurz_name,wald_19_qm,sied_verk_19_qm,landwirt_19_qm,verkehr_19_qm,sied_verk_qm_ew_19
"08436024","Ebenweiler",26.7,9.2,60.8,3.9,771
"08436027","Eichstegen",29.7,6.2,62.3,3.7,1733
"08436032","Fleischwangen",21.8,8.2,69,3.3,701
"08436040","Guggenhausen",22.1,4.6,70.4,2.7,2093
"08436047","Hoßkirch",37.1,5.9,54.7,3.1,1227
"08436053","Königseggwald",36.4,10.5,52.4,4,1052
"08436067","Riedhausen",17.8,7.3,73.1,3.1,887
"08436077","Unterwaldhausen",19.1,6.7,73.2,2.8,964
"08436093","Ebersbach-Musbach",22.1,7,69.9,3,1114
"08436009","Bad Waldsee, Stadt",28.4,12.9,56.5,4.5,698
"08436014","Bergatreute",25.1,8.8,63.8,3.1,648
"08436018","Bodnegg",15.4,10.2,73.2,3.5,775
"08436039","Grünkraut",21,11.6,66.3,3.7,619
"08436069","Schlier",35.5,7.3,53.9,2.3,612
"08436079","Waldburg",35.6,8.7,51.1,3.1,624
"08436003","Aichstetten",41.1,9.2,48.3,4.2,1105
"08436004","Aitrach",55.4,10,29.9,4.5,1118
"08436055","Leutkirch im Allgäu, Stadt",27.8,10.8,58.2,4.2,824
"08436011","Baienfurt",31.1,20.1,45.7,6.6,441
"08436012","Baindt",52.3,11.3,32.8,4.2,495
"08436013","Berg",16.8,10.1,71.8,3.6,631
"08436064","Ravensburg, Stadt",20.7,21.8,55.1,5.7,393
"08436082","Weingarten, Stadt",17.6,53.9,25.6,11.7,260
"08436078","Vogt",34.8,10.9,51.2,3.1,532
"08436085","Wolfegg",41.2,9.1,46.1,3.5,930
"08436001","Achberg",29.7,10.5,57,4,778
"08436006","Amtzell",14.9,10.5,71.7,4,760
"08436081","Wangen im Allgäu, Stadt",20.3,14.4,61.9,5,542
"08436083","Wilhelmsdorf",26.8,8.8,57.5,3.3,652
"08436095","Horgenzell",22.9,8.1,68,3.1,840
"08436087","Wolpertswende",44.4,8.5,43.6,2.6,532
"08436096","Fronreute",22.1,7.8,67.2,3.1,750
"08437086","Ostrach",38.6,7.8,50.7,3.8,1265
"08437031","Gammertingen, Stadt",37.4,11,50.5,5,925
"08437047","Hettingen, Stadt",40.2,7.8,50,4.3,2027
"08437082","Neufra",51.8,6.3,39.2,3.1,984
"08437114","Veringenstadt, Stadt",49.8,10.4,38.2,6.7,1537
"08437053","Hohentengen",11.6,13.7,73.5,7.4,1190
"08437076","Mengen, Stadt",22.9,15.3,56.2,6.5,769
"08437101","Scheer, Stadt",47.4,9.7,40.6,3.9,724
"08437072","Leibertingen",45.5,6.6,47.6,3.5,1497
"08437078","Meßkirch, Stadt",41.3,10.4,46.7,4.2,942
"08437123","Sauldorf",26,8.1,63.1,3.7,1584
"08437056","Illmensee",22.9,8.2,63.7,3,990
"08437088","Pfullendorf, Stadt",34.3,11.1,52.3,3.6,750
"08437118","Wald",35.3,6.9,56.4,3,1125
"08437124","Herdwangen-Schönach",27.7,8.5,62.8,3,891
"08437044","Herbertingen",17.6,12,66.7,5,962
"08437100","Bad Saulgau, Stadt",25.7,12.6,60.1,4.1,700
"08437005","Beuron",73.8,5.5,17.9,3.8,2982
"08437008","Bingen",57.6,7.1,33.9,3.2,950
"08437059","Inzigkofen",36.5,11.8,48.6,4.3,1207
"08437065","Krauchenwies",33.3,11.6,49.3,5.2,1038
"08437104","Sigmaringen, Stadt",64.5,12.3,21.5,5.2,669
"08437105","Sigmaringendorf",35.2,19.7,38.8,6.4,672
"08437102","Schwenningen",37.3,8.3,52.9,3.5,961
"08437107","Stetten am kalten Markt",38.5,10.7,49.5,3.9,1275
"09161000","Ingolstadt",13.4,37.1,39.6,9.4,360
"09162000","München, Landeshauptstadt",4.7,74.8,13.6,16.9,157
"09163000","Rosenheim",14.3,41.7,36.1,9.7,244
"09171111","Altötting, St",17.4,21.8,52.2,6.8,386
"09171112","Burghausen, St",19.3,49.4,22,8.6,523
"09171113","Burgkirchen a.d.Alz",28.4,15.9,53,4.6,699
"09171117","Garching a.d.Alz",24,18,54.2,5.4,537
"09171118","Haiming",37.8,11.4,38.1,3.5,1301
"09171125","Neuötting, St",48.7,14.2,30.5,5.9,578
"09171127","Pleiskirchen",25.1,7.6,66.1,2.8,1632
"09171131","Teising",25,17.7,50.5,4.2,509
"09171132","Töging a.Inn, St",20.7,31.6,38.9,8.4,465
"09171133","Tüßling, M",14.5,13.8,68.2,5.1,817
"09171137","Winhöring",36.2,15.5,42.5,6.3,795
"09171114","Emmerting",65,12.8,19.1,3.9,435
"09171124","Mehring",46,9,42.8,4,859
"09171116","Feichten a.d.Alz",22.3,8.1,67.6,3.5,1198
"09171119","Halsbach",16.8,6.5,75.7,2.6,1417
"09171122","Kirchweidach",10.9,12.2,76,3.6,930
"09171134","Tyrlaching",19.3,6.7,73.1,2.9,1314
"09171123","Marktl, M",45.5,10.1,38.1,4.2,1023
"09171130","Stammham",28.9,16.9,44.7,5.9,920
"09171115","Erlbach",25.2,6.8,66.8,2.8,1623
"09171126","Perach",34,10.2,48.1,4.1,1127
"09171129","Reischach",30.7,8.3,59.2,3.1,906
"09171121","Kastl",25.7,9.7,62,3.7,955
"09171135","Unterneukirchen",11.1,12.4,73.6,4.3,878
"09172111","Ainring",26.1,15.7,52.2,4.1,527
"09172112","Anger",56.3,7,34.7,3.1,712
"09172114","Bad Reichenhall, GKSt",61.7,15.4,10.8,4.6,350
"09172115","Bayerisch Gmain",47.9,12.9,12.3,4.1,522
"09172116","Berchtesgaden, M",60.7,12.7,21.6,4.8,588
"09172117","Bischofswiesen",63.4,6.9,13.7,2.5,588
"09172118","Freilassing, St",24,35.8,33.6,9.6,309
"09172122","Laufen, St",30.1,12.6,52.1,4.5,609
"09172124","Marktschellenberg, M",57.2,7,32.3,2.7,700
"09172128","Piding",56.7,13.8,23.5,5,448
"09172129","Ramsau b.Berchtesgaden",43.9,1.6,6.8,0.9,1179
"09172130","Saaldorf-Surheim",22.2,10.2,61.2,3.8,725
"09172131","Schneizlreuth",76.6,2.4,4.8,1.5,2015
"09172132","Schönau a.Königssee",40.2,2.6,8.5,0.8,622
"09172134","Teisendorf, M",33.3,9.4,55.2,4,879
"09172452","Eck",76.9,3.7,6.9,3.6,0
"09172454","Schellenberger Forst",59.7,0.4,0.6,0.4,0
"09173111","Bad Heilbrunn",41.4,6.4,39.8,2.2,650
"09173112","Bad Tölz, St",34.9,20.1,34.7,5.2,323
"09173118","Dietramszell",45.6,6.2,44.3,2.5,1082
"09173120","Egling",42.8,7.8,43,2.7,1062
"09173123","Eurasburg",36.1,9.7,48.3,3.2,926
"09173124","Gaißach",55.1,5.9,30.2,2.3,737
"09173126","Geretsried, St",36.4,28.4,28.3,5.6,274
"09173130","Icking",37,21,39.5,6.5,970
"09173131","Jachenau",83.1,1.7,10.6,1.2,2542
"09173134","Königsdorf",38.4,6.5,39.1,2.5,954
"09173135","Lenggries",66.4,2.9,14.9,1.4,695
"09173137","Münsing",48.4,10.8,38.1,4.5,1313
"09173145","Wackersberg",49.4,5,40.6,2,930
"09173147","Wolfratshausen, St",22,54.3,18.4,10.6,260
"09173113","Benediktbeuern",51,5.1,29.9,1.7,535
"09173115","Bichl",49.1,9.5,36.1,4.2,586
"09173133","Kochel a.See",45.2,4.4,13,1.7,855
"09173142","Schlehdorf",49,4.3,33.2,1.5,842
"09173127","Greiling",23.3,11.5,54.7,4.4,596
"09173140","Reichersbeuern",46.4,9.9,37.3,3.4,622
"09173141","Sachsenkam",34.5,6.4,39.2,2.9,797
"09173451","Pupplinger Au",85.1,1.1,0,1,0
"09173452","Wolfratshauser Forst",73.4,1.1,0.8,1,0
"09174111","Altomünster, M",19.9,8.7,67.7,3.3,831
"09174113","Bergkirchen",13.5,14.9,66,5,1149
"09174115","Dachau, GKSt",7.5,37.7,47.1,9,276
"09174118","Erdweg",24.6,10.4,61.5,3.9,617
"09174121","Haimhausen",17.8,10.8,65.8,3.4,508
"09174122","Hebertshausen",6.5,12.1,73,4.4,625
"09174126","Karlsfeld",3,34.7,52.2,8.8,248
"09174131","Markt Indersdorf, M",13.8,10.9,72.7,3.6,707
"09174135","Odelzhausen",26.6,14.7,55.1,4.8,875
"09174136","Petershausen",18.2,10.8,66.7,4.8,544
"09174137","Pfaffenhofen a.d.Glonn",16.1,9.4,71.8,4,877
"09174141","Röhrmoos",19.7,11,67.1,4.1,541
"09174143","Schwabhausen",20.2,10.7,66.9,3.7,497
"09174146","Sulzemoos",21.8,14.1,61.6,5.7,868
"09174147","Hilgertshausen-Tandern",22.2,9.8,64.5,3.7,819
"09174150","Vierkirchen",8.5,13.7,73.3,4.4,575
"09174151","Weichs",15.8,10.5,66.7,3.7,561
"09175111","Anzing",3.3,17,75.4,6.3,628
"09175115","Ebersberg, St",32,13.1,50.3,4,437
"09175118","Forstinning",5.1,18.8,71.2,7.2,599
"09175122","Grafing b.München, St",22.3,19.6,54.6,5.6,421
"09175123","Hohenlinden",33.5,12.6,51.6,4.2,680
"09175124","Kirchseeon, M",44.6,19.4,32.4,5.8,327
"09175127","Markt Schwaben, M",6.7,29.5,59,7.3,232
"09175132","Vaterstetten",13.8,26.8,55,8.2,374
"09175133","Pliening",3.6,11.8,69.4,3.9,473
"09175135","Poing",5.4,35.9,53.5,7.4,288
"09175137","Steinhöring",23.6,13,61.1,3,1142
"09175139","Zorneding",49.1,14.2,35,5.4,362
"09175112","Aßling",23.1,10.3,64,3.9,713
"09175119","Frauenneuharting",18.5,6.8,72.5,2.5,979
"09175136","Emmering",10.6,7.8,78.3,2.5,895
"09175113","Baiern",25,7.7,65.3,2.9,1030
"09175114","Bruck",29.5,6.7,60.5,3.1,1130
"09175116","Egmating",54,11.2,33.9,3.2,906
"09175121","Glonn, M",37.4,9.6,50.2,3.4,545
"09175128","Moosach",51,7.6,37.6,3.1,914
"09175131","Oberpframmern",60,8.2,30.9,3.1,623
"09175451","Anzinger Forst",95.6,2.9,1.1,2.9,0
"09175452","Ebersberger Forst",95.9,3.5,0.3,3.4,0
"09175453","Eglhartinger Forst",96.1,2.8,0.8,2.6,0
"09176112","Altmannstein, M",40.4,7.1,48.6,3.6,1149
"09176114","Beilngries, St",32.1,10.4,53.2,5.1,1053
"09176118","Buxheim",19.5,12.1,63.9,5.3,743
"09176120","Denkendorf",47.8,11.9,37.5,6.1,1161
"09176121","Dollnstein, M",58,7.9,30.3,4.5,1125
"09176123","Eichstätt, GKSt",41.1,15.7,35.7,6.4,561
"09176126","Gaimersheim, M",13.5,20.9,62,6.8,484
"09176129","Großmehring",12.4,13,61,5.1,849
"09176131","Hepberg",4.1,30.7,51.4,12.2,437
"09176132","Hitzhofen",59.8,6.8,31.4,3.3,775
"09176137","Kinding, M",49.1,9.9,34.1,6.1,2048
"09176138","Kipfenberg, M",57.2,7.9,32.5,4.3,1101
"09176139","Kösching, M",45.4,11.4,40.6,3.8,648
"09176143","Lenting",3.5,30.9,53,10.4,530
"09176148","Mörnsheim, M",44.7,9.1,40.4,4.3,1955
"09176161","Stammham",66.8,9.3,21.7,5.3,892
"09176164","Titting, M",27,7.9,60.7,4.7,2096
"09176166","Wellheim, M",54.9,8.1,34.6,4,1019
"09176167","Wettstetten",14.6,17.8,58.4,6.4,436
"09176155","Pollenfeld",42.1,8.1,48,4.3,1232
"09176160","Schernfeld",45.1,8.3,42.8,3.9,1326
"09176165","Walting",54.7,7.6,32.9,4.2,1297
"09176116","Böhmfeld",48.9,7.5,41,3.8,724
"09176124","Eitensheim",19.7,13.5,63.7,6.5,696
"09176111","Adelschlag",46.6,7.4,44.5,3.9,1270
"09176122","Egweil",15.9,11.3,70.3,5,897
"09176149","Nassenfels, M",29.4,10.3,56.5,4.9,846
"09176147","Mindelstetten",19.7,8.4,68.6,4.1,1128
"09176150","Oberdolling",27,8,60.8,4,1192
"09176153","Pförring, M",14,9.8,67.5,4.5,1104
"09176451","Haunstetter Forst",94.8,3,0,2.9,0
"09177113","Bockhorn",12.8,10.6,74.6,4.4,1225
"09177115","Dorfen, St",9.5,10.8,75.2,4.1,734
"09177117","Erding, Große Kreisstadt",3.4,27.3,62.4,12,410
"09177118","Finsing",6.8,15.1,68.3,3.4,744
"09177119","Forstern",14.6,12.2,70.4,3.6,508
"09177120","Fraunberg",11.5,8.9,77.1,3.7,1007
"09177123","Isen, M",35.3,9.5,53.5,2.9,710
"09177127","Lengdorf",14.4,9.9,72.5,4.7,1233
"09177130","Moosinning",10.1,14.4,70.1,4,960
"09177137","Sankt Wolfgang",26.9,9.1,61.8,3.2,936
"09177139","Taufkirchen (Vils)",16.4,10.8,70.5,3.4,739
"09177114","Buch a.Buchrain",46.9,6.4,46,2.4,960
"09177135","Pastetten",11.9,10.6,73.8,4.9,848
"09177142","Walpertskirchen",11.8,9.9,75.8,4.1,846
"09177144","Wörth",11.1,14,71.7,5.1,666
"09177116","Eitting",10.9,10.9,64.9,5,1352
"09177133","Oberding",2.5,21.7,66.9,16,2197
"09177131","Neuching",1.9,10.8,80.9,4.4,799
"09177134","Ottenhofen",6.9,14.6,73.3,5.3,774
"09177121","Hohenpolding",12.1,7.7,77.8,2.9,1327
"09177122","Inning a.Holz",24.8,10.8,60.9,3.6,859
"09177124","Kirchberg",19.7,7.5,70.5,2.7,1199
"09177138","Steinkirchen",16.2,7.9,74,3,1135
"09177112","Berglern",0.5,10.3,77.3,4,686
"09177126","Langenpreising",6.9,10.1,72.8,5.3,973
"09177143","Wartenberg, M",15.8,15.8,63.1,4.4,508
"09178116","Au i.d.Hallertau, M",24.8,9.7,62.2,3.6,871
"09178120","Eching",7,20.9,64.4,8.1,557
"09178122","Rudelzhausen",25.6,11.6,60.1,3.2,1366
"09178123","Fahrenzhausen",12,11,72.5,4.6,827
"09178124","Freising, GKSt",18.1,24.6,51.6,11,443
"09178130","Hallbergmoos",14,25.2,49.9,14.9,798
"09178133","Hohenkammer",28.4,9.5,60.5,3.5,925
"09178136","Kirchdorf a.d.Amper",25,7.8,63.2,3.2,785
"09178137","Kranzberg",28.1,10,58.6,4.1,955
"09178138","Langenbach",28.2,10.7,53.5,4.3,714
"09178140","Marzling",12.7,11.2,68.4,5.1,713
"09178143","Moosburg a.d.Isar, St",18.3,18.8,50.8,5.8,442
"09178144","Nandlstadt, M",16.9,9.8,72,3.2,634
"09178145","Neufahrn b.Freising",7.2,18.3,68.1,6.9,412
"09178113","Allershausen",18.3,14.1,62.9,5.6,642
"09178150","Paunzhausen",22.6,10.4,65.2,4.1,874
"09178125","Gammelsdorf",20.2,8.8,64.9,3.6,1306
"09178132","Hörgertshausen",21.9,9.1,67.2,3.3,984
"09178142","Mauern",19.7,9.3,68.7,3.4,720
"09178155","Wang",18.4,9.4,63.3,3.4,1156
"09178115","Attenkirchen",13.8,12.8,71.8,4,733
"09178129","Haag a.d.Amper",20.9,10.8,61.4,4.2,791
"09178156","Wolfersdorf",20,8.1,71,2.9,808
"09178157","Zolling",13.2,11.4,69.4,4.3,810
"09179113","Alling",15.3,11.2,70.9,3.9,600
"09179117","Egenhofen",17.4,9.3,71.1,3.4,883
"09179118","Eichenau",24.1,42.7,29.2,8.5,250
"09179119","Emmering",22.2,25,44.7,6,404
"09179121","Fürstenfeldbruck, GKSt",23.1,34.7,35.7,9.8,305
"09179123","Germering, GKSt",20.4,37.1,40,9.8,198
"09179126","Gröbenzell",0.4,77,17.6,13.7,244
"09179134","Maisach",9.3,18.7,69.3,7.4,699
"09179138","Moorenweis",27.8,8.3,62.2,3.4,902
"09179142","Olching, St",6.7,29.8,54.4,8.5,319
"09179145","Puchheim, St",5,42.3,48,8.5,242
"09179149","Türkenfeld",26.4,13.4,57.2,4.4,577
"09179111","Adelshofen",17.9,9.3,71.1,3.8,708
"09179114","Althegnenberg",41.5,8.4,43,3.6,656
"09179128","Hattenhofen",16.6,15.8,65.2,6,734
"09179130","Jesenwang",33,9.1,54.8,4.2,891
"09179132","Landsberied",39,8.8,46.3,3.7,577
"09179136","Mammendorf",16,14.5,65.8,5.6,636
"09179137","Mittelstetten",20.1,10.8,66.7,3.4,1174
"09179140","Oberschweinbach",15.6,11.9,70.6,4.2,500
"09179125","Grafrath",47.5,14.6,29.4,4.4,544
"09179131","Kottgeisering",22.2,12.8,57.9,4.6,652
"09179147","Schöngeising",58.7,9.5,27.7,4.9,642
"09180112","Bad Kohlgrub",48.6,6,39.9,2.3,681
"09180116","Farchant",64.9,6.2,18,2.1,442
"09180117","Garmisch-Partenkirchen, M",45.3,5.3,10.4,1.6,398
"09180118","Grainau",52.6,5.1,7.7,1.9,726
"09180122","Krün",68.7,5,19.4,2.2,949
"09180123","Mittenwald, M",53.2,3.6,9.4,1.4,644
"09180124","Murnau a.Staffelsee, M",17.1,15.4,30.7,3.5,481
"09180125","Oberammergau",62.4,8.8,21.4,2.8,480
"09180126","Oberau",54.1,10.1,11.7,2.6,555
"09180134","Uffing a.Staffelsee",41,5.9,42.9,2,835
"09180136","Wallgau",76.8,4.3,10.9,1.7,961
"09180113","Bad Bayersoien",32.1,6.4,44.1,2.5,925
"09180129","Saulgrub",60,4.4,24.4,2.2,933
"09180115","Ettal",60.6,5.7,25.7,2.7,1108
"09180135","Unterammergau",55.7,4.6,30,2.4,869
"09180114","Eschenlohe",53.8,3.3,14.6,1.9,1155
"09180119","Großweil",34.1,8.5,45.7,4,1245
"09180127","Ohlstadt",49.5,7.3,33,3.6,915
"09180131","Schwaigen",68.6,2.8,26.5,1.4,1132
"09180128","Riegsee",32.7,6,56.5,2.1,1020
"09180132","Seehausen a.Staffelsee",12.1,9.5,27.3,2.4,602
"09180133","Spatzenhausen",5.7,11.7,77.8,4,1231
"09180451","Ettaler Forst",61.2,0.5,1.6,0.4,0
"09181113","Denklingen",59.7,6.2,32.6,3.2,1241
"09181114","Dießen am Ammersee, M",44.7,9.2,43.1,3,725
"09181116","Egling a.d.Paar",20.3,11.2,66.1,4.2,983
"09181122","Geltendorf",23.4,12,61.4,5,748
"09181128","Kaufering, M",19.4,22.6,48.5,6.7,390
"09181130","Landsberg am Lech, GKSt",25.1,24.7,43.1,7.8,490
"09181132","Penzing",27.6,17.3,52,9,1614
"09181144","Utting am Ammersee",31.6,16.9,46.6,4.4,704
"09181145","Weil",17.6,8.5,71.4,3.8,984
"09181121","Fuchstal",32.8,10.1,53.4,3.8,1006
"09181143","Unterdießen",24.6,11.1,55.7,4.6,975
"09181126","Hurlach",11,12.1,70.8,5.6,1072
"09181127","Igling",32.4,12.6,50.2,6.1,1332
"09181131","Obermeitingen",16.1,15.9,54.2,5.1,902
"09181134","Prittriching",13.6,8.7,70.5,3.5,882
"09181138","Scheuring",37.1,7.8,47.1,3.2,850
"09181124","Hofstetten",30.3,9.5,57.3,3.4,858
"09181140","Schwifting",40.4,9.7,48.4,4.6,1083
"09181141","Pürgen",32.2,11.2,53.5,4.1,695
"09181111","Apfeldorf",17.9,8.9,62.4,3.5,952
"09181129","Kinsau",29.7,8.6,50.4,3.5,949
"09181133","Vilgertshofen",23.1,9.7,60.3,3.8,969
"09181135","Reichling",29,7.2,56.7,2.9,987
"09181137","Rott",29,7.8,59.2,2.9,933
"09181142","Thaining",25.8,10.8,58.9,3.7,899
"09181115","Eching am Ammersee",3,18.9,67,6,688
"09181123","Greifenberg",38.4,18.4,39.6,7.7,668
"09181139","Schondorf am Ammersee",20.8,29.1,45.9,6.5,486
"09181118","Eresing",30.4,11.8,53.7,4.3,868
"09181120","Finning",26.4,8.5,61.5,3.5,1014
"09181146","Windach",34.9,11.7,50.3,4.6,759
"09181451","Ammersee",0,0.1,0,0,0
"09182111","Bad Wiessee",73.4,10,14.2,2.5,645
"09182112","Bayrischzell",57.4,2.5,26.1,1.4,1267
"09182114","Fischbachau",51.7,5.6,38.2,2.1,759
"09182116","Gmund a.Tegernsee",38.9,12.2,45.8,3.4,689
"09182119","Hausham",48.3,14,34.9,3.6,370
"09182120","Holzkirchen, M",40.8,14.4,43,4.5,417
"09182123","Irschenberg",36.1,6.8,53.8,3.1,1151
"09182124","Kreuth",76.6,2.5,8,1,834
"09182125","Miesbach, St",28.7,14.5,53.5,3.8,409
"09182127","Otterfing",40.5,11.7,46.1,4.2,514
"09182129","Rottach-Egern",68.1,6.3,14.8,1.3,645
"09182131","Schliersee, M",64.7,6,18.3,1.8,690
"09182132","Tegernsee, St",44.3,9.1,5.8,1.8,561
"09182133","Valley",45.4,12.8,40.3,5.7,1598
"09182134","Waakirchen",48.1,10.8,38.6,2.9,787
"09182136","Warngau",41.9,7.3,49.1,3,969
"09182137","Weyarn",43,8.7,39.8,4.1,1048
"09183112","Ampfing",11.3,15.4,69,5.1,716
"09183113","Aschau a.Inn",20.4,15.9,56.9,3.6,998
"09183114","Buchbach, M",9.7,9.5,78.2,2.9,862
"09183119","Haag i.OB, M",23.9,16.8,56,5.4,518
"09183127","Mettenheim",14.4,11.3,70.5,5.6,870
"09183128","Mühldorf a.Inn, St",15.9,32.1,41.9,10.1,454
"09183135","Obertaufkirchen",21,9.6,66.5,4.3,1180
"09183144","Schwindegg",7.5,13,73.6,4.9,757
"09183148","Waldkraiburg, St",22.4,33.5,30.9,7.8,309
"09183120","Heldenstein",13.5,13,69.5,6.6,966
"09183138","Rattenkirchen",24.9,8.9,63.7,5.2,1805
"09183118","Gars a.Inn, M",31.1,8.5,54,3.3,946
"09183147","Unterreit",27.9,7.7,62.1,2.8,1437
"09183123","Kirchdorf",25.2,8.9,64.5,3.3,1402
"09183140","Reichertsheim",19.6,7.8,71.4,3.1,1487
"09183122","Jettenbach",35.1,10.2,52,4.8,1330
"09183124","Kraiburg a.Inn, M",20.3,11.9,66.2,2.9,830
"09183145","Taufkirchen",23.6,7.4,68.2,2.9,1355
"09183115","Egglkofen",26.4,9.8,62.1,4.2,1154
"09183129","Neumarkt-Sankt Veit, St",19.4,9.6,69.4,3.9,937
"09183125","Lohkirchen",17.6,6.8,74.2,2.9,1343
"09183132","Oberbergkirchen",14.3,7.1,77.1,2.5,1130
"09183143","Schönberg",19,7.3,72.2,3.4,1660
"09183151","Zangberg",11.5,8.7,76.9,2.8,761
"09183134","Oberneukirchen",12.5,6.3,80.3,2.5,1450
"09183136","Polling",25.5,9,63.1,3.1,1194
"09183116","Erharting",30.6,12.5,53.6,6.5,1853
"09183130","Niederbergkirchen",20.8,7.3,70.4,3.4,1464
"09183131","Niedertaufkirchen",20.9,6.8,71.4,2.6,1275
"09183126","Maitenbeth",53.6,7.4,37.5,3.1,1121
"09183139","Rechtmehring",24.2,8.4,65.4,3.2,1045
"09183451","Mühldorfer Hart",96.1,3.8,0,3.6,0
"09184112","Aschheim",1.7,22.7,51.8,8,685
"09184113","Baierbrunn",52.8,21.1,22.5,6.5,465
"09184114","Brunnthal",61.2,13.3,23.9,7.3,910
"09184118","Feldkirchen",0.2,43,46.7,13.4,365
"09184119","Garching b.München, St",15.2,31.1,32.6,8.9,493
"09184120","Gräfelfing",25.8,57.7,12.1,12.9,402
"09184121","Grasbrunn",51.9,13.9,31.8,4.7,531
"09184122","Grünwald",21.8,69.3,4.3,10.8,469
"09184123","Haar",13,40.1,42.8,9.6,241
"09184127","Höhenkirchen-Siegertsbrunn",61.5,13.6,23.8,5.1,297
"09184129","Hohenbrunn",48.8,21.9,27.6,7.9,462
"09184130","Ismaning",11.3,17.9,64.8,5.6,414
"09184131","Kirchheim b.München",1.3,28.1,56.6,7.3,340
"09184132","Neuried",74.6,20.8,3.7,6.3,232
"09184134","Oberhaching",50.1,17.9,30,5,431
"09184135","Oberschleißheim",37.8,22.8,31.6,8.1,585
"09184136","Ottobrunn",4.7,87.3,4.3,15.9,211
"09184137","Aying",59.3,7.2,32.6,3.2,751
"09184138","Planegg",46.1,34.8,13.4,8.5,334
"09184139","Pullach i.Isartal",35.3,53,1.7,11,434
"09184140","Putzbrunn",37.7,20.5,40,6.8,342
"09184141","Sauerlach",59.9,8.5,30.6,3.6,589
"09184142","Schäftlarn",44.6,16.9,35.9,4.7,484
"09184144","Straßlach-Dingharting",43.7,11.8,40.2,2.6,1026
"09184145","Taufkirchen",40.4,23.8,31.6,7.7,291
"09184146","Neubiberg",5,72.6,18.2,14.7,283
"09184147","Unterföhring",3,38.9,39.5,13,441
"09184148","Unterhaching",6.1,48.8,37.4,12.1,200
"09184149","Unterschleißheim, St",2.9,50.5,40.7,11.4,260
"09184452","Forstenrieder Park",91.9,4.8,2.5,4.5,0
"09184454","Grünwalder Forst",91.2,3.7,1.8,3.4,0
"09184457","Perlacher Forst",93.4,5,1.2,4.2,0
"09185113","Aresing",20.3,10.9,65.6,4.2,1141
"09185125","Burgheim, M",8.9,11.8,73.5,5.7,1291
"09185127","Ehekirchen",21.5,8.5,67.8,4,1400
"09185139","Karlshuld",0.5,13.6,79.9,2.6,667
"09185140","Karlskron",7.7,11.6,76.1,3.8,894
"09185149","Neuburg a.d.Donau, GKSt",29.7,22.5,40.6,7.9,615
"09185150","Oberhausen",42.3,10.2,39.8,4.8,1086
"09185153","Rennertshofen, M",38.9,7.8,47.1,4.2,1469
"09185158","Schrobenhausen, St",31.2,16,49.3,4.8,697
"09185163","Königsmoos",0.5,11.6,83.1,2.5,979
"09185168","Weichering",30.3,14.3,42.6,4.9,1437
"09185118","Bergheim",31.6,8.2,52,4,1259
"09185157","Rohrenfels",5.9,9.5,80.1,3.8,1072
"09185116","Berg im Gau",1.7,7.3,88.4,2.9,1271
"09185123","Brunnen",28.5,8.9,58.4,4.5,1670
"09185131","Gachenbach",17.7,10.7,68,4.7,1278
"09185143","Langenmosen",16.8,7.9,73.2,3.2,1192
"09185166","Waidhofen",27.7,9,58.6,3.4,1054
"09186113","Baar-Ebenhausen",11.1,23.7,59,8.6,641
"09186125","Gerolsbach",24.7,8.6,65.5,3.3,1397
"09186128","Hohenwart, M",23.5,10.3,62.5,4.6,1133
"09186132","Jetzendorf",21.6,11,65.7,4,759
"09186137","Manching, M",9.3,33.2,50,21.6,930
"09186139","Münchsmünster",12.5,24.8,53,7.4,1311
"09186143","Pfaffenhofen a.d.Ilm, St",29.3,14.1,54.3,4.6,499
"09186146","Reichertshausen",31.2,14.4,52.5,3.8,674
"09186149","Rohrbach",21,15.5,60.4,7.2,750
"09186151","Scheyern",27.5,10,60.9,3.5,789
"09186152","Schweitenkirchen",19,11.5,68.1,5.1,1153
"09186158","Vohburg a.d.Donau, St",13.2,16.8,59.5,5.6,902
"09186162","Wolnzach, M",26.5,11.5,59.8,4.7,901
"09186116","Ernsgaden",17.1,35,36.5,25.9,1533
"09186122","Geisenfeld, St",29.9,10.8,50.1,3.8,830
"09186126","Hettenshausen",29.1,9.7,58.8,3.5,866
"09186130","Ilmmünster",42,10.4,45.5,4.1,637
"09186144","Pörnbach",29.7,10.1,57.9,4.6,1052
"09186147","Reichertshofen, M",23.7,17.6,50,7.3,786
"09187113","Amerang",26.9,9.5,57.6,3.3,1032
"09187114","Aschau i.Chiemgau",60.1,5,27.1,1.6,693
"09187116","Babensham",36.2,7,51.3,2.9,1198
"09187117","Bad Aibling, St",20.3,18.4,55.3,4.4,400
"09187118","Bernau a.Chiemsee",27.4,15.8,50.9,5.3,603
"09187120","Brannenburg",44.2,10.4,34.1,3.4,540
"09187122","Bruckmühl, M",32.3,15.9,47,4.2,481
"09187124","Edling",22.8,14.7,55.6,4.2,648
"09187125","Eggstätt",35.8,8.1,42.2,2.4,663
"09187126","Eiselfing",22.2,9.2,63,3.5,1027
"09187128","Bad Endorf, M",27.8,10.8,43.9,3.3,518
"09187129","Bad Feilnbach",34.2,9.4,48.5,3.3,658
"09187130","Feldkirchen-Westerham",35.5,12.8,47.7,3.4,625
"09187131","Flintsbach a.Inn",55.1,8.2,26.8,4.4,849
"09187132","Frasdorf",46.3,8.2,43,3.5,864
